sample,norm
1000,25.709920264364882
2000,26.1725046566048
3000,21.6794833886788
4000,19.595917942265423
5000,15.811388300841896
6000,17.175564037317667
7000,17.406895185529212
8000,14.66287829861518
9000,14.7648230602334
10000,14.628738838327793
11000,11.832159566199232
12000,13.228756555322953
13000,13.416407864998739
14000,13.711309200802088
15000,13.114877048604
16000,11.0
17000,11.045361017187261
18000,10.44030650891055
19000,12.288205727444508
20000,10.535653752852738
21000,10.63014581273465
22000,11.40175425099138
23000,11.832159566199232
24000,11.224972160321824
25000,9.16515138991168
26000,10.535653752852738
27000,9.219544457292887
28000,8.48528137423857
29000,8.94427190999916
30000,9.327379053088816
31000,9.327379053088816
32000,9.055385138137417
33000,9.16515138991168
34000,10.099504938362077
35000,7.280109889280518
36000,8.48528137423857
37000,7.810249675906654
38000,7.280109889280518
39000,8.18535277187245
40000,8.18535277187245
41000,6.708203932499369
42000,8.426149773176359
43000,7.14142842854285
44000,7.745966692414834
45000,8.18535277187245
46000,9.0
47000,8.0
48000,5.477225575051661
49000,7.615773105863909
50000,6.244997998398398
51000,7.0
52000,6.557438524302
53000,8.12403840463596
54000,7.416198487095663
55000,7.0
56000,7.14142842854285
57000,7.416198487095663
58000,7.681145747868608
59000,7.54983443527075
60000,6.928203230275509
61000,8.366600265340756
62000,7.0
63000,7.874007874011811
64000,6.082762530298219
65000,5.656854249492381
66000,6.324555320336759
67000,6.557438524302
68000,6.4031242374328485
69000,7.280109889280518
70000,5.385164807134504
71000,8.12403840463596
72000,8.06225774829855
73000,7.745966692414834
74000,5.291502622129181
75000,6.0
76000,6.244997998398398
77000,6.48074069840786
78000,6.782329983125268
79000,7.0
80000,5.291502622129181
81000,5.0990195135927845
82000,5.656854249492381
83000,6.782329983125268
84000,7.3484692283495345
85000,6.855654600401044
86000,4.358898943540674
87000,3.7416573867739413
88000,5.0990195135927845
89000,4.123105625617661
90000,6.164414002968976
91000,6.324555320336759
92000,7.0
93000,6.164414002968976
94000,6.244997998398398
95000,6.928203230275509
96000,6.708203932499369
97000,5.916079783099616
98000,4.69041575982343
99000,5.477225575051661
100000,5.385164807134504
101000,4.795831523312719
102000,4.898979485566356
103000,5.744562646538029
104000,5.830951894845301
105000,5.5677643628300215
106000,4.898979485566356
107000,5.5677643628300215
108000,5.291502622129181
109000,5.656854249492381
110000,3.605551275463989
111000,5.0990195135927845
112000,5.744562646538029
113000,5.291502622129181
114000,6.164414002968976
115000,4.795831523312719
116000,5.744562646538029
117000,5.477225575051661
118000,6.324555320336759
119000,4.58257569495584
120000,5.196152422706632
121000,3.4641016151377544
122000,4.898979485566356
123000,4.358898943540674
124000,3.3166247903554
125000,3.605551275463989
126000,3.0
127000,5.477225575051661
128000,4.69041575982343
129000,5.196152422706632
130000,3.4641016151377544
131000,5.5677643628300215
132000,5.656854249492381
133000,3.3166247903554
134000,4.358898943540674
135000,4.358898943540674
136000,5.196152422706632
137000,4.47213595499958
138000,3.1622776601683795
139000,4.69041575982343
140000,4.242640687119285
141000,5.916079783099616
142000,4.898979485566356
143000,5.291502622129181
144000,5.0
145000,5.5677643628300215
146000,5.0990195135927845
147000,2.8284271247461903
148000,3.3166247903554
149000,4.47213595499958
150000,4.795831523312719
151000,4.0
152000,4.69041575982343
153000,3.1622776601683795
154000,3.4641016151377544
155000,4.898979485566356
156000,6.244997998398398
157000,5.0990195135927845
158000,4.47213595499958
159000,3.1622776601683795
160000,4.358898943540674
161000,4.58257569495584
162000,5.0990195135927845
163000,5.830951894845301
164000,4.0
165000,3.7416573867739413
166000,5.0990195135927845
167000,4.242640687119285
168000,4.69041575982343
169000,3.605551275463989
170000,4.123105625617661
171000,5.0
172000,4.123105625617661
173000,3.605551275463989
174000,4.0
175000,2.8284271247461903
176000,4.47213595499958
177000,3.605551275463989
178000,3.872983346207417
179000,4.47213595499958
180000,4.47213595499958
181000,3.3166247903554
182000,4.242640687119285
183000,2.8284271247461903
184000,3.0
185000,3.4641016151377544
186000,3.4641016151377544
187000,3.4641016151377544
188000,2.6457513110645907
189000,3.4641016151377544
190000,4.0
191000,2.8284271247461903
192000,3.0
193000,3.872983346207417
194000,4.795831523312719
195000,4.0
196000,5.0
197000,2.8284271247461903
198000,2.6457513110645907
199000,2.449489742783178
200000,3.0
201000,4.58257569495584
202000,3.872983346207417
203000,3.7416573867739413
204000,3.0
205000,3.7416573867739413
206000,3.4641016151377544
207000,3.872983346207417
208000,4.358898943540674
