player_id,player_name,rank
100029,Rod Laver,0.0023824027659831003
100074,Arthur Ashe,0.0018944317064683571
100119,Ilie Nastase,0.003453563058603213
100126,Stan Smith,0.0022285664467375115
100174,Manuel Orantes,0.0028559063843042066
100087,John Newcombe,0.003312916424985431
100113,Jan Kodes,0.001569618617606247
100284,Jimmy Connors,0.03557903701219139
100084,Tom Okker,0.0024716048681802417
100016,Ken Rosewall,0.001812017862276953
100437,Bjorn Borg,0.018870078158799784
100282,Guillermo Vilas,0.017011083335581816
100309,Raul Ramirez,0.0025155877794165596
100261,Brian Gottfried,0.0050369600186197785
100342,Vitas Gerulaitis,0.011320823916513624
100581,John McEnroe,0.029623715205800885
100255,Roscoe Tanner,0.0036533677714152106
100232,Eddie Dibbs,0.002189167090047223
100428,Gene Mayer,0.004699725858356284
100656,Ivan Lendl,0.03938606060867215
100555,Jose Luis Clerc,0.004833614771849381
101062,Mats Wilander,0.02141160549057616
100676,Yannick Noah,0.006887099186309694
101061,Jimmy Arias,0.0024503398622413223
100653,Andres Gomez,0.005695861715104504
100529,Kevin Curren,0.002079211792246899
100757,Anders Jarryd,0.0016337572662709489
101414,Boris Becker,0.03512759480988024
101222,Stefan Edberg,0.0325593379361637
100936,Henri Leconte,0.0017819369752809233
101036,Miloslav Mecir,0.0036424236362276596
101138,Pat Cash,0.0022443645606727096
101736,Andre Agassi,0.03506262661514898
102021,Michael Chang,0.01458203636411472
100763,Brad Gilbert,0.003346117783066479
100286,Harold Solomon,0.0017153912303705455
101948,Pete Sampras,0.04207152904371076
101098,Guy Forget,0.002371614560164978
101843,Sergi Bruguera,0.008439086708117275
101793,Jim Courier,0.013905592243669747
101529,Michael Stich,0.009918116834264383
101964,Goran Ivanisevic,0.011971314111126124
101434,Petr Korda,0.005744751558872617
102446,Andrei Medvedev,0.001953376161072024
101774,Todd Martin,0.0022562357086681004
102338,Yevgeny Kafelnikov,0.018126226971257216
101404,Thomas Muster,0.010807556678770747
101990,Richard Krajicek,0.003361299512707064
102374,Alex Corretja,0.003484432353412419
102158,Patrick Rafter,0.010102902786456914
102845,Carlos Moya,0.010601927963383365
102257,Greg Rusedski,0.00331531945644933
102035,Jonas Bjorkman,0.0029947382417033043
102701,Marcelo Rios,0.005392911261129217
102856,Gustavo Kuerten,0.012352701054534877
102450,Tim Henman,0.005167079799285201
102358,Thomas Enqvist,0.002183159740156283
103017,Nicolas Kiefer,0.002407770502753274
102796,Magnus Norman,0.006331016260282893
101611,Cedric Pioline,0.0016380539773212153
103498,Marat Safin,0.012586472291985586
103507,Juan Carlos Ferrero,0.012503501534560202
103720,Lleyton Hewitt,0.016124034311350025
103163,Tommy Haas,0.0038787502679693336
102562,Jiri Novak,0.0015641966434772957
103206,Sebastien Grosjean,0.0015651928741766193
103819,Roger Federer,0.06116516980779468
104053,Andy Roddick,0.016826066733497076
103909,Guillermo Coria,0.007130880351050137
102783,Rainer Schuettler,0.0017132481386062832
103900,David Nalbandian,0.004973362590220514
103292,Gaston Gaudio,0.0016356817436609594
104745,Rafael Nadal,0.058582613442859026
103786,Nikolay Davydenko,0.011580970204219856
103344,Ivan Ljubicic,0.004868155550064713
103484,James Blake,0.0024918278352680494
103990,Tommy Robredo,0.001700094543455766
103602,Fernando Gonzalez,0.0026144513750092063
104925,Novak Djokovic,0.05451829370613328
103970,David Ferrer,0.013029808121391472
104918,Andy Murray,0.02920384377684525
105223,Juan Martin del Potro,0.008652312515305313
104417,Robin Soderling,0.004998747700147852
104542,Jo-Wilfried Tsonga,0.0021977029597492997
104607,Tomas Berdych,0.0032692173262928127
104527,Stan Wawrinka,0.012289422765024578
105453,Kei Nishikori,0.006126405630471042
105683,Milos Raonic,0.003163932986037477
100644,Alexander Zverev,0.012140224559773243
105227,Marin Cilic,0.003555501305217738
106233,Dominic Thiem,0.008387201246859283
105777,Grigor Dimitrov,0.0035044748125762203
104731,Kevin Anderson,0.0022017885262415127
126774,Stefanos Tsitsipas,0.009777443120966943
106421,Daniil Medvedev,0.013801164009500093
126094,Andrey Rublev,0.0037275240764619204
134770,Casper Ruud,0.0052354813839288845
207989,Carlos Alcaraz,0.006801978305507436
126203,Taylor Fritz,0.00164127969642085
208029,Holger Rune,0.0020309102575391137
206173,Jannik Sinner,0.002422002597028393
